0.00,0.00,30,60.05,—,1.000
10.70,27.53,74.62,4.526,1.008
11.40,26.85,75.37,4.163,1.036
19.55,32.10,79.18,3.049,1.113
30.20,35.70,81.30,2.254,1.246
46.25,37.50,80.21,1.545,1.544
57.60,40.50,80.60,1.328,1.882
61.95,41.65,80.61,1.273,2.058
63.65,42.10,80.00,1.258,2.100
71.25,46.30,78.14,1.158,2.488
83.40,50.95,72.10,1.041,3.577
88.38,57.55,67.40,0.983,4.100
90.70,63.65,63.10,1.038,4.108
93.38,68.70,58.80,1.015,4.655

100.00,100.00,42.65,1.000,—
